time,IR,correctedPPM,correctedRZero,ppm,resistance,rzero,humidity,temperature,neck_pos,base_pos,result,img_url
2023-12-30-08-06-34,0,499746.0,5.92,646104.75,3.41,5.39,60,31,0,60
2023-12-30-08-06-35,0,499746.0,5.92,646104.75,3.41,5.39,60,31,0,120
2023-12-30-08-06-36,0,499746.0,5.92,646104.75,3.41,5.39,60,31,0,180
2023-12-30-08-06-49,0,472137.06,6.04,610409.88,3.48,5.5,60,31,0,0
2023-12-30-08-06-50,0,472137.06,6.04,610409.88,3.48,5.5,60,31,0,60
2023-12-30-08-06-51,0,472137.06,6.04,610409.88,3.48,5.5,60,31,0,120
2023-12-30-08-06-52,0,472137.06,6.04,610409.88,3.48,5.5,60,31,0,180
2023-12-30-15-08-37,1,499746.0,5.92,646104.75,3.41,5.39,60,31,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_08_36.jpg
2023-12-30-15-08-43,0,501890.13,5.91,646104.75,3.41,5.39,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_08_42.jpg
2023-12-30-15-08-46,0,571578.63,5.67,735817.56,3.25,5.14,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_08_46.jpg
2023-12-30-15-09-46,0,571578.63,5.64,735817.56,3.25,5.14,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_09_46.jpg
2023-12-30-15-09-56,1,406705.13,6.34,530837.25,3.66,5.79,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_09_56.jpg
2023-12-30-15-10-02,0,418088.94,6.31,538223.81,3.64,5.76,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_10_02.jpg
2023-12-30-15-11-38,1,418088.94,6.28,545730.81,3.62,5.73,61,30,0,0
2023-12-30-15-11-39,1,418088.94,6.28,545730.81,3.62,5.73,61,30,0,60
2023-12-30-15-11-41,1,418088.94,6.28,545730.81,3.62,5.73,61,30,0,120
2023-12-30-15-11-58,0,474162.75,6.03,610409.88,3.48,5.5,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_11_58.jpg
2023-12-30-15-12-01,0,395681.38,6.44,509377.44,3.71,5.88,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_12_01.jpg
2023-12-30-15-12-07,0,364639.41,6.63,469416.03,3.82,6.05,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_12_07.jpg
2023-12-30-15-13-11,1,418088.94,6.31,538223.81,3.64,5.76,61,30,0,0
2023-12-30-15-13-13,1,418088.94,6.31,538223.81,3.64,5.76,61,30,0,60
2023-12-30-15-13-14,1,418088.94,6.31,538223.81,3.64,5.76,61,30,0,120
2023-12-30-15-13-15,1,418088.94,6.31,538223.81,3.64,5.76,61,30,0,180
2023-12-30-15-14-22,0,359745.72,6.66,463116.03,3.84,6.08,61,30,0,0
2023-12-30-15-14-23,0,359745.72,6.66,463116.03,3.84,6.08,61,30,0,60
2023-12-30-15-14-24,0,359745.72,6.66,463116.03,3.84,6.08,61,30,0,120
2023-12-30-15-14-25,0,359745.72,6.66,463116.03,3.84,6.08,61,30,0,180
2023-12-30-15-14-32,0,294740.03,7.16,384434.13,4.13,6.5,61,30,0,0
2023-12-30-15-14-33,0,294740.03,7.16,384434.13,4.13,6.5,61,30,0,60
2023-12-30-15-14-35,0,294740.03,7.16,384434.13,4.13,6.5,61,30,0,120
2023-12-30-15-14-36,0,294740.03,7.16,384434.13,4.13,6.5,61,30,0,180
2023-12-30-15-14-39,0,345515.19,6.76,444796.53,3.9,6.17,61,30,0,0
2023-12-30-15-14-40,0,345515.19,6.76,444796.53,3.9,6.17,61,30,0,60
2023-12-30-15-14-41,0,345515.19,6.76,444796.53,3.9,6.17,61,30,0,120
2023-12-30-15-14-43,0,345515.19,6.76,444796.53,3.9,6.17,61,30,0,180
2023-12-30-15-14-46,0,265658.66,7.43,341993.75,4.29,6.79,61,30,0,0
2023-12-30-15-14-47,0,265658.66,7.43,341993.75,4.29,6.79,61,30,0,60
2023-12-30-15-14-48,0,265658.66,7.43,341993.75,4.29,6.79,61,30,0,120
2023-12-30-15-14-49,0,265658.66,7.43,341993.75,4.29,6.79,61,30,0,180
2023-12-30-15-14-54,0,327543.31,6.89,421660.47,3.98,6.29,61,30,0,0
2023-12-30-15-14-55,0,327543.31,6.89,421660.47,3.98,6.29,61,30,0,60
2023-12-30-15-14-56,0,327543.31,6.89,421660.47,3.98,6.29,61,30,0,120
2023-12-30-15-14-58,0,327543.31,6.89,421660.47,3.98,6.29,61,30,0,180
2023-12-30-15-15-01,0,314771.69,7.02,405219.13,4.03,6.38,61,30,0,0
2023-12-30-15-15-08,0,314771.69,7.02,405219.13,4.03,6.38,61,30,0,60,1,http://192.168.1.5:5555/image/2023_12_30_15_15_07.jpg
2023-12-30-15-15-08,0,314771.69,7.02,405219.13,4.03,6.38,61,30,0,120,1,http://192.168.1.5:5555/image/2023_12_30_15_15_08.jpg
2023-12-30-15-15-51,0,480922.0,6.0,619111.5,3.46,5.48,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_15_51.jpg
2023-12-30-15-16-00,0,467514.72,6.06,601851.75,3.5,5.5,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_16_00.jpg
2023-12-30-15-16-03,0,474162.75,6.03,610409.88,3.48,5.5,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_16_03.jpg
2023-12-30-15-16-10,0,429847.0,6.25,561115.06,3.59,5.67,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_16_10.jpg
2023-12-30-15-16-24,0,327543.31,6.89,421660.47,3.98,6.29,61,30,0,180,1,http://192.168.1.5:5555/image/2023_12_30_15_16_23.jpg
2023-12-30-15-16-33,0,406705.13,6.37,523568.91,3.68,5.79,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_16_33.jpg
2023-12-30-15-16-44,0,435870.75,6.22,568997.31,3.57,5.65,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_16_44.jpg
2023-12-30-15-16-53,0,480922.0,6.0,619111.5,3.46,5.48,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_16_53.jpg
